area	location	timepoint	date	measurer	waves	sun	rain	temp	st.obs	end.obs	visibility	type	MF_fin	MF_approach	MF_hook	MF_glow	MF_HG	MF_finNR	MF_lead	MF_Lnest	MF_foll	MF_nest	MF_FN	MF_leadNR	M&F_fin	M&F_hook	M&F_glow	M&F_HG	M&F_finNR	M&F_lead	M&F_Lhook	M&F_follow	M&F_nest	M&F_leadNR	MM_fin	MM_fin	MM_retreat	MM_NR	MM_chase	MM_chase	MM_Cretreat	MM_CNR	FM_hook	FM_hookA	FM_hookAF	FM_hookAFL	FM_hookAFLN	FM_hookNR	FM_glow	FM_glowA	FM_glowAF	FM_glowAFL	FM_glowAFLN	FM_glowNR	FM_HG	FM_HGA	FM_HGAF	FM_HGAFL	FM_HGAFLN	FM_HGNR	FF_hook	FF_glow	FF_HG	FF_hook	FF_glow	FF_HG	FF_NR
Ringstad	Varholmen	3	17.07.2022	TA	5	N	Y	12.9	11:40	11:51	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ringstad	Hongvaeret	3	20.07.2022	TA	20	Y	N	14	11:43	11:52	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ringstad	Hongvaeret	3	20.07.2022	TA	20	Y	N	14	12:23	12:34	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ringstad	Mikkelsoya	3	19.07.2022	TA	0	Y	N	14	13:28	13:49	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ringstad	Mikkelsoya	3	19.07.2022	TA	0	Y	N	14	14:52	15:15	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ringstad	Finnoya	3	18.07.2022	TA	5	N	N	13.2	12:42	13:19	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ringstad	Finnoya	3	18.07.2022	TA	5	N	N	13.2	14:27	14:39	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ringstad	Dragan Hammaran	3	16.07.2022	TA	25	Y	N	12.9	12:10	12:23	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ringstad	Dragan Hammaran	3	16.07.2022	TA	25	Y	N	12.9	12:53	13:04	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Rodberget	1	01.05.2022	TA	5	Y	N	10	09:58	10:11	good	transect	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Rodberget	1	01.05.2022	TA	5	Y	N	10	10:57	11:08	good	transect	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Rodberget	1	01.05.2022	IM	5	Y	N	10	11:05	11:22	good	transect	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Rodberget	1	01.05.2022	IM	5	Y	N	10	10:05	10:20	good	transect	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Pittleholmen	1	30.04.2022	IM	0	Y	N	8.2	11:31	11:46	good	transect	2	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Kristineberg	Pittleholmen	1	30.04.2022	IM	0	Y	N	8.2	10:26	10:44	good	transect	2	0	0	0	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Pittleholmen	1	30.04.2022	TA	0	Y	N	8.2	11:46	11:59	good	transect	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Pittleholmen	1	30.04.2022	TA	0	Y	N	8.2	10:30	10:48	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Pittleholmen	1	30.04.2022	CA	0	Y	N	8.2	11:12	11:38	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Katten	1	29.04.2022	IM	0	Y	N	8.8	11:42	11:55	medium	transect	2	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Katten	1	29.04.2022	IM	0	Y	N	8.8	10:53	11:05	medium	transect	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Katten	1	29.04.2022	TA	0	Y	N	8.8	12:07	12:17	good	transect	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Katten	1	29.04.2022	TA	0	Y	N	8.8	10:49	10:59	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Katten	1	29.04.2022	CA	0	Y	N	8.8	10:49	10:59	good	transect	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Tjallsoholmen	1	28.04.2022	IM	0	Y	N	9.1	12:49	13:04	good	transect	3	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Tjallsoholmen	1	28.04.2022	IM	0	Y	N	9.1	11:29	11:47	good	transect	2	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Tjallsoholmen	1	28.04.2022	IM	0	Y	N	9.1	11:22	11:43	good	transect	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Tjallsoholmen	1	28.04.2022	IM	0	Y	N	9.1	11:22	11:43	good	transect	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Blabergsholmen	1	27.04.2022	IM	0	Y	N	9	12:20	12:39	medium	transect	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Blabergsholmen	1	27.04.2022	IM	0	Y	N	9	13:24	13:35	medium	transect	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Blabergsholmen	1	27.04.2022	TA	0	Y	N	9	12:15	12:24	medium	transect	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Blabergsholmen	1	27.04.2022	TA	0	Y	N	9	13:16	13:25	medium	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arendal	Sven Johnsens	1	06.05.2022	IM	0	Y	N	8.1	10:17	10:31	bad	transect	4	0	2	0	0	2	0	1	0	0	1	0	3	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arendal	Sven Johnsens	1	06.05.2022	IM	0	Y	N	8.1	09:23	09:36	bad	transect	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arendal	Langrumpa	1	07.05.2022	IM	0	Y	N	8	10:01	10:14	good	transect	5	0	0	0	0	5	1	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arendal	Langrumpa	1	07.05.2022	IM	0	Y	N	8	09:09	09:28	good	transect	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arendal	Badstuholmen	1	08.05.2022	IM	20	Y	N	8	10:51	11:02	good	transect	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Arendal	Badstuholmen	1	08.05.2022	IM	20	Y	N	8	09:59	10:14	good	transect	3	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arendal	St Helena	1	09.05.2022	IM	0	Y	N		12:24	12:36	good	transect	3	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arendal	St Helena	1	09.05.2022	IM	0	Y	N		11:23	11:39	good	transect	1	0	0	0	0	1	0	1	0	0	0	1	2	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Arendal	Tvillingeholmen	1	10.05.2022	IM	0	N	Y	8.7	11:20	11:32	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arendal	Tvillingeholmen	1	10.05.2022	IM	0	N	Y	8.7	10:28	10:45	good	transect	2	0	1	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
Kristineberg	Tjallsoholmen	2	04.06.2022	IM	0	Y	N	13.5	09:23	09:42	medium	transect	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
Kristineberg	Tjallsoholmen	2	04.06.2022	IM	0	Y	N	13.5	10:24	10:38	medium	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	1	0	0	0
Kristineberg	Pittleholmen	2	06.06.2022	IM	0	Y	N	14.3	09:00	09:23	good	transect	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Kristineberg	Pittleholmen	2	06.06.2022	IM	0	Y	N	14.3	10:07	10:22	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Kristineberg	Pittleholmen	2	08.06.2022	IM	20	N	Y		09:17	09:24	good	nest	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristineberg	Blabergsholmen	2	10.06.2022	IM	30	N	Y		09:00	09:10	medium	nest	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
Kristineberg	Blabergsholmen	2	07.06.2022	IM	0	Y	N	15	08:45	08:59	good	transect	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	2	0	0	0	1
Kristineberg	Blabergsholmen	2	07.06.2022	IM	0	Y	N	15	08:02	08:16	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	1	0	0	0	1
Kristineberg	Katten	2	09.06.2022	IM	0	Y	N	15.1	09:29	09:41	bad	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	6	0	0	1	0	0	1	0
Kristineberg	Katten	2	09.06.2022	IM	0	Y	N	15.1	08:45	08:59	bad	transect	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
Kristineberg	Rodberget	2	11.06.2022	IM	10	Y	N	14.8	08:25	08:41	bad	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	2	0	0	0	2
Kristineberg	Rodberget	2	11.06.2022	IM	10	Y	N	14.8	09:20	09:31	bad	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
Arendal	St Helena	2	16.06.2022	IM	0	Y	N	15.7	10:51	11:04	medium	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	6	1	0	0	0	0	0	1
Arendal	St Helena	2	16.06.2022	IM	0	Y	N	15.7	10:03	10:18	medium	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	5	0	2	4	0	1	2
Arendal	St Helena	2	17.06.2022	IM	0	Y	N		09:46	09:50		nest	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
Arendal	Langrumpa	2	18.06.2022	IM	0	Y	N	15.5	09:25	09:44	medium	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
Arendal	Langrumpa	2	18.06.2022	IM	0	Y	N	15.5	10:15	10:31	medium	transect	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	1	0	1	0	0
Arendal	Langrumpa	2	21.06.2022	IM	0	Y	N	14.5	09:20	09:26		nest	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	4	0	0	0	0	0	0	0
Arendal	Sven Johnsens	2	19.06.2022	IM	0	Y	N	13.2	09:29	09:43	medium	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
Arendal	Sven Johnsens	2	19.06.2022	IM	0	Y	N	13.2	10:21	10:32	medium	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
Arendal	Sven Johnsens	2	22.06.2022	IM	0	Y	N	14.5	09:21	09:31	bad	nest	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arendal	Tvillingeholmen	2	20.06.2022	IM	0	Y	N	14	10:23	10:38	medium	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	7	0	0	1	6
Arendal	Tvillingeholmen	2	20.06.2022	IM	0	Y	N	14	09:30	09:47	medium	transect	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	7	0	0	0	7
Arendal	Badstuholmen	2	23.06.2022	IM	0	Y	N	14.6	10:40	10:56	good	transect	2	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	1	0	2	0	0	0	3
Arendal	Badstuholmen	2	23.06.2022	IM	0	Y	N	14.6	09:38	09:56	good	transect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	2	0	0	0	2
